rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
S9P8MT7D8KG5ZA9B.JRTCKXETXF.6YS6EN2CT7,4.0800000000,US East (Ohio),Compute optimized,96,c5.metal,192 GiB,EBS only,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
SEHV9G9QTQCUBWUA.JRTCKXETXF.6YS6EN2CT7,11.9040000000,US East (Ohio),Memory optimized,128,r7iz.32xlarge,1024 GiB,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
SEMV77DSB4WM675R.JRTCKXETXF.6YS6EN2CT7,0.0052000000,US East (Ohio),General purpose,2,t3.nano,0.5 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
SF5DE6CG3JJC4T33.JRTCKXETXF.6YS6EN2CT7,13.3440000000,US East (Ohio),Memory optimized,64,x1e.16xlarge,1952 GiB,1 x 1920 SSD,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
S932RC7TT4XJT6CM.JRTCKXETXF.6YS6EN2CT7,4.1280000000,US East (Ohio),Compute optimized,96,c5ad.24xlarge,192 GiB,2 x 1900 NVMe SSD,20 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
SAAY6F3PMZQGTKU3.JRTCKXETXF.6YS6EN2CT7,6.0480000000,US East (Ohio),Memory optimized,96,r5.metal,768 GiB,EBS only,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
SBZ8KRV7W8QGA6U6.JRTCKXETXF.6YS6EN2CT7,5.7000000000,US East (Ohio),Compute optimized,64,hpc6id.32xlarge,1024 GiB,4 x 3800 NVMe SSD,200 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
SCBUFWU4SS9QAGAM.JRTCKXETXF.6YS6EN2CT7,3.8188800000,US East (Ohio),General purpose,48,m6idn.12xlarge,192 GiB,2 x 1425 NVMe SSD,75000 Megabit,Linux,General Purpose,Linux,NA,No License required
SDQK54UK2HRQTUXV.JRTCKXETXF.6YS6EN2CT7,0.9040000000,US East (Ohio),Memory optimized,16,r5a.4xlarge,128 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
Q9U6XESRG6MJHQHV.JRTCKXETXF.6YS6EN2CT7,0.9040000000,US East (Ohio),Storage optimized,8,i3en.2xlarge,64 GiB,2 x 2500 NVMe SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
QB9ZBCXWS8BWQNGW.JRTCKXETXF.6YS6EN2CT7,0.6144000000,US East (Ohio),Compute optimized,16,c6gd.4xlarge,32 GiB,1 x 950 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
RA6VBGEB2K8XKAMS.JRTCKXETXF.6YS6EN2CT7,0.8211200000,US East (Ohio),Compute optimized,16,c7a.4xlarge,32 GiB,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
RCCUWCKFHYJW8JPF.JRTCKXETXF.6YS6EN2CT7,0.3024000000,US East (Ohio),Memory optimized,4,r6id.xlarge,32 GiB,1 x 237 NVMe SSD,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
QA9BJFEXJ4ZGQRGY.JRTCKXETXF.6YS6EN2CT7,54.6000000000,US East (Ohio),Memory optimized,448,u-6tb1.112xlarge,6144 GiB,EBS only,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
QBVZBM8HYJ6HUE88.JRTCKXETXF.6YS6EN2CT7,11.1571200000,US East (Ohio),Memory optimized,128,r6in.32xlarge,1024 GiB,EBS only,200000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
RQ5MTXDCVMC97PG6.JRTCKXETXF.6YS6EN2CT7,2.0160000000,US East (Ohio),Memory optimized,32,r5.8xlarge,256 GiB,EBS only,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
RRENKNMKHKB4WTDN.JRTCKXETXF.6YS6EN2CT7,3.9641000000,US East (Ohio),General purpose,48,m5zn.metal,192 GiB,EBS only,100 Gigabit,Linux,General Purpose,Linux,NA,No License required
QFHJZ3AXQDA2YJFF.JRTCKXETXF.6YS6EN2CT7,1.0880000000,US East (Ohio),General purpose,16,m5dn.4xlarge,64 GiB,2 x 300 NVMe SSD,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
S7XG88DG882ZUEMP.JRTCKXETXF.6YS6EN2CT7,1.3824000000,US East (Ohio),General purpose,32,m6a.8xlarge,128 GiB,EBS only,12500 Megabit,Linux,General Purpose,Linux,NA,No License required
QJJBPJ9V7NRBK5J9.JRTCKXETXF.6YS6EN2CT7,0.2881500000,US East (Ohio),Storage optimized,2,is4gen.large,12 GiB,1 x 1875 SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
NVPBFSTB7Q5WP4X5.JRTCKXETXF.6YS6EN2CT7,4.6080000000,US East (Ohio),General purpose,96,m5.metal,384 GiB,EBS only,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
RGU9HRNUAS2TX83W.JRTCKXETXF.6YS6EN2CT7,0.7960000000,US East (Ohio),Compute optimized,16,c4.4xlarge,30 GiB,EBS only,High,Linux,Compute Optimized,Linux,NA,No License required
RHW8EAZNVJA4KSWC.JRTCKXETXF.6YS6EN2CT7,0.4000000000,US East (Ohio),General purpose,8,m4.2xlarge,32 GiB,EBS only,High,Linux,General Purpose,Linux,NA,No License required
RCFYPHT7DPK2JUTD.JRTCKXETXF.6YS6EN2CT7,10.9824000000,US East (Ohio),Storage optimized,128,i4i.32xlarge,1024 GiB,8 x 3750 SSD,75000 Megabit,Linux,Storage Optimized,Linux,NA,No License required
NZX5U28B8SUFVNUN.JRTCKXETXF.6YS6EN2CT7,0.3328000000,US East (Ohio),General purpose,8,t3.2xlarge,32 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
P8CW74Q7M4DJF2KP.JRTCKXETXF.6YS6EN2CT7,1.4551700000,US East (Ohio),Storage optimized,16,im4gn.4xlarge,64 GiB,1 x 7500 SSD,25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
PBQY8X4GF6DXFSB7.JRTCKXETXF.6YS6EN2CT7,7.3440000000,US East (Ohio),Compute optimized,192,c6a.metal,384 GiB,EBS only,50000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
SVQWW9JRCF3MPR9R.JRTCKXETXF.6YS6EN2CT7,0.1030000000,US East (Ohio),General purpose,2,m5ad.large,8 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
SWW7X4E26NRCGRTZ.JRTCKXETXF.6YS6EN2CT7,0.8670000000,US East (Ohio),GPU instance,16,g4ad.4xlarge,64 GiB,600 GB NVMe SSD,Up to 10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
SYTAHBCAYN2JEU8B.JRTCKXETXF.6YS6EN2CT7,0.1544400000,US East (Ohio),Storage optimized,2,i4g.large,16 GiB,1 x 468 SSD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
PDR82UWYZ53WE283.JRTCKXETXF.6YS6EN2CT7,0.8336300000,US East (Ohio),Memory optimized,4,x2iedn.xlarge,128 GiB,1 x 118 NVMe SSD,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
PEP6HDERV9Y38MU2.JRTCKXETXF.6YS6EN2CT7,0.0454000000,US East (Ohio),Compute optimized,1,c7gd.medium,2 GiB,1 x 59 NVMe SSD,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
T54WSMXQE5PWCK2Y.JRTCKXETXF.6YS6EN2CT7,6.2880000000,US East (Ohio),Memory optimized,96,r5ad.24xlarge,768 GiB,4 x 900 NVMe SSD,20 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
PFKA9SKBMRMAEMWR.JRTCKXETXF.6YS6EN2CT7,2.7216000000,US East (Ohio),Compute optimized,48,c6in.12xlarge,96 GiB,EBS only,75000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
Q236HUQXMUFFR9AN.JRTCKXETXF.6YS6EN2CT7,0.1000000000,US East (Ohio),General purpose,2,m4.large,8 GiB,EBS only,Moderate,Linux,General Purpose,Linux,NA,No License required
Q2VNHJPJBFJWQJZN.JRTCKXETXF.6YS6EN2CT7,1.8432000000,US East (Ohio),Compute optimized,48,c6gd.12xlarge,96 GiB,2 x 1425 NVMe SSD,20 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
Q36TFZ68SKEZANJ2.JRTCKXETXF.6YS6EN2CT7,1.6480000000,US East (Ohio),General purpose,32,m5ad.8xlarge,128 GiB,2 x 600 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
T69XD9BXQWFTCUWQ.JRTCKXETXF.6YS6EN2CT7,1.9980000000,US East (Ohio),Storage optimized,16,d3.4xlarge,128 GiB,12 x 2000 HDD,Up to 15 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
T74XMWDFWAHEZK2U.JRTCKXETXF.6YS6EN2CT7,2.7200000000,US East (Ohio),Compute optimized,64,c6i.16xlarge,128 GiB,EBS only,25000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
Q4X2B378EJXVN5M4.JRTCKXETXF.6YS6EN2CT7,1.2320000000,US East (Ohio),General purpose,32,m6g.8xlarge,128 GiB,EBS only,12 Gigabit,Linux,General Purpose,Linux,NA,No License required
PW85GY59RMU8XUS4.JRTCKXETXF.6YS6EN2CT7,8.2368000000,US East (Ohio),Storage optimized,96,i4i.24xlarge,768 GiB,6 x 3750 NVMe SSD,56250 Megabit,Linux,Storage Optimized,Linux,NA,No License required
U29WF22NSMEHC7Z5.JRTCKXETXF.6YS6EN2CT7,2.4480000000,US East (Ohio),Compute optimized,64,c6a.16xlarge,128 GiB,EBS only,25000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
Q3QWCRNMD5F4WFXK.JRTCKXETXF.6YS6EN2CT7,0.1530000000,US East (Ohio),Compute optimized,4,c6a.xlarge,8 GiB,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
U2W6CYWCQQ6UZQ65.JRTCKXETXF.6YS6EN2CT7,0.2980000000,US East (Ohio),Memory optimized,4,r5n.xlarge,32 GiB,EBS only,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
RSSD8A7PYJV5U7WZ.JRTCKXETXF.6YS6EN2CT7,12.7008000000,US East (Ohio),Memory optimized,192,r7i.metal-48xl,1536 GiB,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
Q78HZWP6W7SUFFC7.JRTCKXETXF.6YS6EN2CT7,1.3760000000,US East (Ohio),General purpose,32,m5a.8xlarge,128 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
P3HTJRY3NFSJKN9B.JRTCKXETXF.6YS6EN2CT7,0.6048000000,US East (Ohio),Memory optimized,8,r6id.2xlarge,64 GiB,1 x 474 NVMe SSD,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
SJ8W88EE5U3YBGYN.JRTCKXETXF.6YS6EN2CT7,0.8640000000,US East (Ohio),Compute optimized,16,c5n.4xlarge,42 GiB,EBS only,Up to 25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
U9THABHE6YURRJ8K.JRTCKXETXF.6YS6EN2CT7,2.3040000000,US East (Ohio),Compute optimized,48,c5d.12xlarge,96 GiB,2 x 900 NVMe SSD,12 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
UEK6J9WUPXKBUKPJ.JRTCKXETXF.6YS6EN2CT7,2.9030000000,US East (Ohio),Compute optimized,64,c7gd.metal,128 GiB,2 x 1900 NVMe SSD,30 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
STQD2F27P6T7GHEB.JRTCKXETXF.6YS6EN2CT7,3.7968000000,US East (Ohio),General purpose,64,m6id.16xlarge,256 GiB,2 x 1900 NVMe SSD,25000 Megabit,Linux,General Purpose,Linux,NA,No License required
UH2ASK67CVTXK35G.JRTCKXETXF.6YS6EN2CT7,2.1773000000,US East (Ohio),Memory optimized,32,r7gd.8xlarge,256 GiB,1 x 1900 NVMe SSD,15 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
UH8SBACAHA9KG84N.JRTCKXETXF.6YS6EN2CT7,0.2890000000,US East (Ohio),Compute optimized,8,c7g.2xlarge,16 GiB,EBS only,Up to 15 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
UJSUMXN2V68MKC8Z.JRTCKXETXF.6YS6EN2CT7,0.6160000000,US East (Ohio),General purpose,16,m6g.4xlarge,64 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
UMK29BWNESP838CA.JRTCKXETXF.6YS6EN2CT7,14.4000000000,US East (Ohio),GPU instance,64,p2.16xlarge,732 GiB,EBS only,20 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
R9BW5CFBDDUU2ZH5.JRTCKXETXF.6YS6EN2CT7,3.2844800000,US East (Ohio),Compute optimized,64,c7a.16xlarge,128 GiB,EBS only,25000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
QYNBDYVRFN9DWHZR.JRTCKXETXF.6YS6EN2CT7,3.2640000000,US East (Ohio),General purpose,48,m5dn.12xlarge,192 GiB,2 x 900 GB NVMe SSD,50 Gigabit,Linux,General Purpose,Linux,NA,No License required
QYPUNNNDFUB78S9D.JRTCKXETXF.6YS6EN2CT7,0.7232000000,US East (Ohio),General purpose,16,m6gd.4xlarge,64 GiB,1 x 950 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
UAHVXR6M5PWGYBDN.JRTCKXETXF.6YS6EN2CT7,2.3040000000,US East (Ohio),Memory optimized,32,r5d.8xlarge,256 GiB,2 x 600 NVMe SSD,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
QZN43S5CUE94W75G.JRTCKXETXF.6YS6EN2CT7,0.1720000000,US East (Ohio),General purpose,4,m5a.xlarge,16 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
VWC546ENDWKDXT2T.JRTCKXETXF.6YS6EN2CT7,0.2260000000,US East (Ohio),General purpose,4,m5d.xlarge,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
TBJ68UBKCQVE986J.JRTCKXETXF.6YS6EN2CT7,7.1520000000,US East (Ohio),Memory optimized,96,r5b.24xlarge,768 GiB,EBS only,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
TBV6C3VKSXKFHHSC.JRTCKXETXF.6YS6EN2CT7,0.1504000000,US East (Ohio),General purpose,4,t3a.xlarge,16 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
VZV72UMS8BZ27FU8.JRTCKXETXF.6YS6EN2CT7,3.1752000000,US East (Ohio),Memory optimized,48,r7i.12xlarge,384 GiB,EBS only,18750 Megabit,Linux,Memory Optimized,Linux,NA,No License required
QP72UBS5Q56J84VN.JRTCKXETXF.6YS6EN2CT7,1.5631200000,US East (Ohio),Memory optimized,16,r6idn.4xlarge,128 GiB,1 x 950 NVMe SSD,Up to 50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
W2G7XT2W83MU44PY.JRTCKXETXF.6YS6EN2CT7,3.6720000000,US East (Ohio),Compute optimized,96,c6a.24xlarge,192 GiB,EBS only,37500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
QQREU4VDJWMFQHN2.JRTCKXETXF.6YS6EN2CT7,3.6960000000,US East (Ohio),Compute optimized,96,c5a.24xlarge,192 GiB,EBS only,20 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
TJFAKSTE27SG7ZVK.JRTCKXETXF.6YS6EN2CT7,9.8534400000,US East (Ohio),Compute optimized,192,c7a.metal-48xl,384 GiB,EBS only,50000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
VM34SRHCTMHKKGF4.JRTCKXETXF.6YS6EN2CT7,0.8064000000,US East (Ohio),General purpose,16,m7i.4xlarge,64 GiB,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
TEVGVY2M4SJF9D6A.JRTCKXETXF.6YS6EN2CT7,1.1520000000,US East (Ohio),Memory optimized,16,r5d.4xlarge,128 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
QU23QP46J3B7WM7Z.JRTCKXETXF.6YS6EN2CT7,0.9776000000,US East (Ohio),GPU instance,8,g6.2xlarge,32 GiB,1 x 450 GB NVMe SSD,Up to 10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
TN5Z98KXNVSUU7Q7.JRTCKXETXF.6YS6EN2CT7,1.9584000000,US East (Ohio),General purpose,48,m7g.12xlarge,192 GiB,EBS only,22500 Megabit,Linux,General Purpose,Linux,NA,No License required
VPV32DHW3HG6K5EQ.JRTCKXETXF.6YS6EN2CT7,0.1008000000,US East (Ohio),Memory optimized,2,r6g.large,16 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
VQA7P2UH5V6YG4C4.JRTCKXETXF.6YS6EN2CT7,0.3840000000,US East (Ohio),General purpose,8,m5.2xlarge,32 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
VQHZDZ9JA2WEK8JD.JRTCKXETXF.6YS6EN2CT7,0.9360000000,US East (Ohio),Storage optimized,16,h1.4xlarge,64 GiB,2 x 2000 HDD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
VQUSY3ZZC97ACQR4.JRTCKXETXF.6YS6EN2CT7,0.4032000000,US East (Ohio),Memory optimized,8,r6g.2xlarge,64 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
PQ4NME8XSHGB4VFU.JRTCKXETXF.6YS6EN2CT7,0.0672000000,US East (Ohio),General purpose,2,t4g.large,8 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
MFRQ7GCEAREYWGFS.JRTCKXETXF.6YS6EN2CT7,2.8560000000,US East (Ohio),General purpose,48,m5n.12xlarge,192 GiB,EBS only,50 Gigabit,Linux,General Purpose,Linux,NA,No License required
MGQ2J595ZFD7ZNNA.JRTCKXETXF.6YS6EN2CT7,10.0035000000,US East (Ohio),Memory optimized,96,x2idn.24xlarge,1536 GiB,2 x 1425 NVMe SSD,75 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
MEUKXBZNWM7HEXEP.JRTCKXETXF.6YS6EN2CT7,2.3052000000,US East (Ohio),Storage optimized,16,is4gen.4xlarge,96 GiB,2 x 7500 SSD,25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
KUA7WD8CNCMGW7ZV.JRTCKXETXF.6YS6EN2CT7,0.0768000000,US East (Ohio),Compute optimized,2,c6gd.large,4 GiB,1 x 118 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
KWWUV365YCTMZSU7.JRTCKXETXF.6YS6EN2CT7,8.0640000000,US East (Ohio),Memory optimized,128,r6i.metal,1024 GiB,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
KXZVS9AJBTN5NBSE.JRTCKXETXF.6YS6EN2CT7,1.8720000000,US East (Ohio),Storage optimized,32,h1.8xlarge,128 GiB,4 x 2000 HDD,10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
MJDC4N9RDDUWAPB6.JRTCKXETXF.6YS6EN2CT7,1.6240000000,US East (Ohio),GPU instance,16,g5.4xlarge,64 GiB,1 x 600 GB NVMe SSD,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
MKSGJ3646DZKWB42.JRTCKXETXF.6YS6EN2CT7,0.0770000000,US East (Ohio),Compute optimized,2,c5a.large,4 GiB,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
MN2KZ8W3UXT2QTSQ.JRTCKXETXF.6YS6EN2CT7,11.1571200000,US East (Ohio),Memory optimized,128,r6in.metal,1024 GiB,EBS only,200000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
MNQ4KT73H2ZJJR69.JRTCKXETXF.6YS6EN2CT7,2.7460000000,US East (Ohio),Storage optimized,32,i4i.8xlarge,256 GiB,2 x 3750 NVMe SSD,18750 Megabit,Linux,Storage Optimized,Linux,NA,No License required
MPBWY927RQ87FVVX.JRTCKXETXF.6YS6EN2CT7,2.4192000000,US East (Ohio),Memory optimized,32,r6id.8xlarge,256 GiB,1 x 1900 NVMe SSD,12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
MM5HE6KT2HVWECAH.JRTCKXETXF.6YS6EN2CT7,0.3629000000,US East (Ohio),Compute optimized,8,c7gd.2xlarge,16 GiB,1 x 475 NVMe SSD,Up to 15 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
MQPHBZP7D63TUEBM.JRTCKXETXF.6YS6EN2CT7,0.5040000000,US East (Ohio),Memory optimized,8,r5.2xlarge,64 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
MR6JQX2NC7NV34DG.JRTCKXETXF.6YS6EN2CT7,3.6288000000,US East (Ohio),Memory optimized,48,r6id.12xlarge,384 GiB,2 x 1425 NVMe SSD,18750 Megabit,Linux,Memory Optimized,Linux,NA,No License required
MU9EJXKJ6TW9T65R.JRTCKXETXF.6YS6EN2CT7,0.3008000000,US East (Ohio),General purpose,8,t3a.2xlarge,32 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
MT3854RSUYDEY9SK.JRTCKXETXF.6YS6EN2CT7,1.9678600000,US East (Ohio),Machine Learning ASIC Instances,32,inf2.8xlarge,128 GiB,EBS only,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
MNQK42E37YV33WD8.JRTCKXETXF.6YS6EN2CT7,6.0480000000,US East (Ohio),Memory optimized,96,r5.24xlarge,768 GiB,EBS only,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
MNT8E9UPH9UED9CH.JRTCKXETXF.6YS6EN2CT7,0.9910000000,US East (Ohio),General purpose,12,m5zn.3xlarge,48 GiB,EBS only,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
KWYZFXP7XRGGWS4G.JRTCKXETXF.6YS6EN2CT7,2.4192000000,US East (Ohio),Memory optimized,48,r6g.12xlarge,384 GiB,EBS only,20 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
M3HKXCNKPGCZDMCG.JRTCKXETXF.6YS6EN2CT7,24.4800000000,US East (Ohio),GPU instance,64,p3.16xlarge,488 GiB,EBS only,25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
M47ZT4XBH9AEY87R.JRTCKXETXF.6YS6EN2CT7,2.4710400000,US East (Ohio),Storage optimized,32,i4g.8xlarge,256 GiB,2 x 3750 SSD,18750 Megabit,Linux,Storage Optimized,Linux,NA,No License required
M4PPRN87N5TJUXT5.JRTCKXETXF.6YS6EN2CT7,0.1248000000,US East (Ohio),Compute optimized,2,c7gn.large,4 GiB,EBS only,Up to 30 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
M9KYZQ9AUQJN8Q23.JRTCKXETXF.6YS6EN2CT7,0.4680000000,US East (Ohio),Storage optimized,8,h1.2xlarge,32 GiB,1 x 2000 HDD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
MDZF8EAX36PHXWD9.JRTCKXETXF.6YS6EN2CT7,6.4512000000,US East (Ohio),Compute optimized,128,c6id.32xlarge,256 GiB,4 x 1900 NVMe SSD,50000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
MCKTRZX5CWUZ595Q.JRTCKXETXF.6YS6EN2CT7,8.2944000000,US East (Ohio),General purpose,192,m6a.48xlarge,768 GiB,EBS only,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
M7RS3WVJAZWABDS9.JRTCKXETXF.6YS6EN2CT7,0.4760000000,US East (Ohio),General purpose,8,m5n.2xlarge,32 GiB,EBS only,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
KQDYBADUXPB4WNNK.JRTCKXETXF.6YS6EN2CT7,26.6880000000,US East (Ohio),Memory optimized,128,x1e.32xlarge,3904 GiB,2 x 1920 SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
KMBWGP7PGETU962N.JRTCKXETXF.6YS6EN2CT7,10.9820000000,US East (Ohio),Storage optimized,128,i4i.metal,1024 GiB,8 x 3750 NVMe SSD,75000 Megabit,Linux,Storage Optimized,Linux,NA,No License required
KJX2YS3Q6PB6HQVS.JRTCKXETXF.6YS6EN2CT7,5.3440000000,US East (Ohio),Memory optimized,64,r5dn.16xlarge,512 GiB,4 x 600 NVMe SSD,75 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
KH24ZCVEYVCZXYYY.JRTCKXETXF.6YS6EN2CT7,4.8960000000,US East (Ohio),Compute optimized,128,c6a.32xlarge,256 GiB,EBS only,50000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
KHXDUCNSAZ88AKZ9.JRTCKXETXF.6YS6EN2CT7,4.8384000000,US East (Ohio),Compute optimized,96,c6id.24xlarge,192 GiB,4 x 1425 NVMe SSD,37500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
N44ZQGRTF65NEGMF.JRTCKXETXF.6YS6EN2CT7,2.5704000000,US East (Ohio),Memory optimized,48,r7g.12xlarge,384 GiB,EBS only,22500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
N59NPXZ4QDCR5ZMX.JRTCKXETXF.6YS6EN2CT7,2.7520000000,US East (Ohio),Compute optimized,64,c5ad.16xlarge,128 GiB,2 x 1200 NVMe SSD,20 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
NC47F9MHVAV558W3.JRTCKXETXF.6YS6EN2CT7,0.8340000000,US East (Ohio),Memory optimized,4,x1e.xlarge,122 GiB,1 x 120 SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
NC8NEXNHACCYWEMQ.JRTCKXETXF.6YS6EN2CT7,7.2000000000,US East (Ohio),Compute optimized,192,hpc7a.96xlarge,768 GiB,EBS only,300 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
NAM8F5HNG4XVJSFW.JRTCKXETXF.6YS6EN2CT7,3.6864000000,US East (Ohio),Memory optimized,64,r6gd.16xlarge,512 GiB,2 x 1900 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
N4KG7EP9J6WV2KWM.JRTCKXETXF.6YS6EN2CT7,7.8240000000,US East (Ohio),GPU instance,96,g4dn.metal,384 GiB,2 x 900 GB NVMe SSD,100 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
N2WQDKCSVUHTJTHW.JRTCKXETXF.6YS6EN2CT7,7.3032000000,US East (Ohio),Memory optimized,96,r7a.24xlarge,768 GiB,EBS only,37500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
N5VMWTACRDKY6K8H.JRTCKXETXF.6YS6EN2CT7,7.2576000000,US East (Ohio),Compute optimized,128,c6in.metal,256 GiB,EBS only,200000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
MZJXQFHC4DYUWK6T.JRTCKXETXF.6YS6EN2CT7,0.1186500000,US East (Ohio),General purpose,2,m6id.large,8 GiB,1 x 118 NVMe SSD,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
MXDZYQY8QA6CJAXU.JRTCKXETXF.6YS6EN2CT7,8.0160000000,US East (Ohio),Memory optimized,96,r5dn.24xlarge,768 GiB,4 x 900 NVMe SSD,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
